x1,x2,x3,y
0.0,-0.21916967478809152,1,0
0.0,0.9847420105482578,1,0
0.0,-0.03268601771042203,1,0
0.0,-0.040380999979129334,1,0
0.0,0.1584347983726148,1,0
0.0,0.0,1,1
0.06295776860901389,0.9792249014587248,1,0
0.06295776860901389,0.9187752502753328,1,0
0.06295776860901389,0.9748205693485504,1,0
0.06295776860901389,0.9982923453549124,1,0
0.06295776860901389,0.9988919743335504,1,0
0.06295776860901389,0.06291618610288617,1,1
0.12591553721802778,-0.1644340374573301,1,0
0.12591553721802778,0.9949130056966392,1,0
0.12591553721802778,0.08376501786428474,1,0
0.12591553721802778,0.7186497561777738,1,0
0.12591553721802778,-0.0699818717435525,1,0
0.12591553721802778,0.125583074898612,1,1
0.18887330582704168,0.9703627422835812,1,0
0.18887330582704168,0.25903780155234124,1,0
0.18887330582704168,0.5788900463494155,1,0
0.18887330582704168,0.8391968982848824,1,0
0.18887330582704168,0.1449721879648908,1,0
0.18887330582704168,0.18775235688857966,1,1
0.2518310744360556,0.2580730938990364,1,0
0.2518310744360556,0.6103490192371734,1,0
0.2518310744360556,0.8809590978776476,1,0
0.2518310744360556,0.8419762888447762,1,0
0.2518310744360556,0.6373495134466438,1,0
0.2518310744360556,0.24917769427725214,1,1
0.3147888430450695,0.6827552787733271,1,0
0.3147888430450695,0.9707460410031756,1,0
0.3147888430450695,0.7338694939911901,1,0
0.3147888430450695,0.2606494475695273,1,0
0.3147888430450695,0.8415224851092068,1,0
0.3147888430450695,0.30961569705403064,1,1
0.37774661165408335,0.9858774084961078,1,0
0.37774661165408335,-0.03770559507196775,1,0
0.37774661165408335,-0.008507286170358544,1,0
0.37774661165408335,0.9513900432558384,1,0
0.37774661165408335,0.8793946951333749,1,0
0.37774661165408335,0.3688268873949135,1,1
0.4407043802630972,-0.03521605849198934,1,0
0.4407043802630972,0.7500153407846653,1,0
0.4407043802630972,0.9831632190798646,1,0
0.4407043802630972,0.2907348936261249,1,0
0.4407043802630972,0.027211169206613033,1,0
0.4407043802630972,0.42657664856261773,1,1
0.5036621488721111,0.2150196630169628,1,0
0.5036621488721111,0.0832321990377518,1,0
0.5036621488721111,0.9939309719789388,1,0
0.5036621488721111,0.22091739793560708,1,0
0.5036621488721111,0.9891972172080528,1,0
0.5036621488721111,0.4826361545452696,1,1
0.5666199174811251,0.9786302807114209,1,0
0.5666199174811251,0.1714722808042196,1,0
0.5666199174811251,0.3482892513604859,1,0
0.5666199174811251,0.0949523237633931,1,0
